Key,English,French
KEY_HAVEN_MOTO_NEW_JERICHO7,"Justice, Liberty, and the Extermination of Alien Invaders","Justice, liberté et extermination des envahisseurs extraterrestres"
KEY_HAVEN_MOTO_NEW_JERICHO70,"First In, Last Out","Premiers entrés, derniers sortis"
KEY_HAVEN_MOTO_NEW_JERICHO71,Uncommon Valor Is Our Common Value,La vaillance exceptionnelle est notre valeur commune
KEY_HAVEN_MOTO_NEW_JERICHO72,"Retreat? Hell, We Just Got Here!",Se replier ? On vient juste d'arriver !
KEY_HAVEN_MOTO_NEW_JERICHO73,Make Peace Or Die,Faire la paix ou mourir
KEY_HAVEN_MOTO_NEW_JERICHO74,Whatever It Takes,Coûte que coûte
KEY_HAVEN_MOTO_NEW_JERICHO75,"Improvise, Adapt, and Overcome","Improviser, s'adapter et surmonter"
KEY_HAVEN_MOTO_NEW_JERICHO76,Quell The Storm,Calmer la tempête
KEY_HAVEN_MOTO_NEW_JERICHO77,True Humanity,Humanité authentique
KEY_HAVEN_MOTO_NEW_JERICHO78,Yielding to None,Ne céder à personne
KEY_HAVEN_MOTO_NEW_JERICHO79,Putting Bullets In Monsters,Cribler les monstres de balles
KEY_HAVEN_MOTO_NEW_JERICHO8,We Defend Freedom,Nous défendons la liberté
KEY_HAVEN_MOTO_NEW_JERICHO80,Building A World For Our Children,Construire un monde pour nos enfants
KEY_HAVEN_MOTO_NEW_JERICHO81,Life Without Principles Is Worse Than Death,Une vie sans principes est pire que la mort
KEY_HAVEN_MOTO_NEW_JERICHO82,"Words Become Actions, Character Becomes Destiny","Les mots deviennent action, le caractère devient destin"
KEY_HAVEN_MOTO_NEW_JERICHO83,Virtue Is Not Always Amiable,La vertu n'est pas toujours bienveillante
KEY_HAVEN_MOTO_NEW_JERICHO84,"Omnium Rerum Domina, Virtus","Omnium Rerum Domina, Virtus"
KEY_HAVEN_MOTO_NEW_JERICHO85,We Cannot Tell A Lie,Nous ne pouvons pas mentir
KEY_HAVEN_MOTO_NEW_JERICHO86,Better Danger Than Disgrace,Mieux vaut le danger que le déshonneur
KEY_HAVEN_MOTO_NEW_JERICHO87,Grounded In Reason,Ancrés dans la raison
KEY_HAVEN_MOTO_NEW_JERICHO88,Honor Is Self-Esteem Made Visible In Action,L'honneur est l'estime de soi en pleine action
KEY_HAVEN_MOTO_NEW_JERICHO89,Of Our Own Accord,De notre plein gré
KEY_HAVEN_MOTO_NEW_JERICHO9,Protect Humanity At All Costs,Protéger l'humanité à tout prix
KEY_HAVEN_MOTO_NEW_JERICHO90,Steel In Service Of Will,L'acier au service de la volonté
KEY_HAVEN_MOTO_NEW_JERICHO91,Error Is Cowardice,L'erreur est couardise
KEY_HAVEN_MOTO_NEW_JERICHO92,"In The Mountains Of Truth, You Never Climb In Vain","Dans les montagnes de la vérité, on n'escalade jamais en vain"
KEY_HAVEN_MOTO_NEW_JERICHO93,"Kill The Infection, Save The Planet","Tuer l'infection, sauver la planète"
KEY_HAVEN_MOTO_NEW_JERICHO94,Liberty and Unity,Liberté et unité
KEY_HAVEN_MOTO_NEW_JERICHO95,"Unmoved, Unbroken","Insensibles, intacts"
KEY_HAVEN_MOTO_NEW_JERICHO96,"Clarity Of Mind, Purity Of Body","Clarté de l'esprit, pureté du corps"
KEY_HAVEN_MOTO_NEW_JERICHO97,All Are Equal In Pursuit Of Liberty,Tous sont égaux dans la poursuite de la liberté
KEY_HAVEN_MOTO_NEW_JERICHO98,We Choose To Serve,Nous choisissons de servir
KEY_HAVEN_MOTO_NEW_JERICHO99,"Greatness Is Built, Not Born","La grandeur se construit, elle n'est pas innée"
KEY_HAVEN_MOTO_PHOENIX1,We are Humanity's Last Stand,Nous sommes la dernière bataille de l'humanité
KEY_HAVEN_MOTO_PHOENIX10,"Thinking in terms of Energy, Frequency, and Vibration","Penser en termes d'énergie, de fréquence et de vibration"
KEY_HAVEN_MOTO_PHOENIX11,Where Ideas are Born,Où les idées naissent
KEY_HAVEN_MOTO_PHOENIX12,Rebuilding the Shards,Reconstruire les éclats
KEY_HAVEN_MOTO_PHOENIX13,Learning the Magnificence of 3,Apprendre la magnificence des 3
KEY_HAVEN_MOTO_PHOENIX14,Science is our Shield,La science est notre défense
KEY_HAVEN_MOTO_PHOENIX15,The End of the Beginning,La fin du commencement
KEY_HAVEN_MOTO_PHOENIX16,Rekindling the Embers,Raviver les braises
KEY_HAVEN_MOTO_PHOENIX17,The Second Point of No Return,Le deuxième point de non-retour
KEY_HAVEN_MOTO_PHOENIX18,Seeking The Middle Path,À la recherche de la voie du milieu
KEY_HAVEN_MOTO_PHOENIX19,Our Life for Another,Notre vie pour une autre
KEY_HAVEN_MOTO_PHOENIX2,The Beacon of Hope,Le flambeau de l'espoir
KEY_HAVEN_MOTO_PHOENIX20,Tracing the Line,Tracer la ligne
KEY_HAVEN_MOTO_PHOENIX21,Keeping the Stand,Rester en position
KEY_HAVEN_MOTO_PHOENIX22,Rising from the Ashes,Renaître de ses cendres
KEY_HAVEN_MOTO_PHOENIX23,Shedding Healing Tears,Verser des larmes apaisantes
KEY_HAVEN_MOTO_PHOENIX24,Doubling the Doubling,Doubler le doublement
KEY_HAVEN_MOTO_PHOENIX25,Creating the Path,Créer une voie
KEY_HAVEN_MOTO_PHOENIX26,Restoring the Past,Restaurer le passé
KEY_HAVEN_MOTO_PHOENIX3,Our Life for Knowledge,Notre vie contre des connaissances
KEY_HAVEN_MOTO_PHOENIX4,In the Footsteps of Giants,Sur les traces des géants
KEY_HAVEN_MOTO_PHOENIX5,Vanguard of the Last Stand,Avant-garde de la dernière bataille
KEY_HAVEN_MOTO_PHOENIX6,Never Stop Preprograming,Ne jamais cesser la pré-programmation
KEY_HAVEN_MOTO_PHOENIX7,Life's Errata,La vie est errata
KEY_HAVEN_MOTO_PHOENIX8,Carrying the Prometheus Flame,Porter le flambeau de Prométhée
KEY_HAVEN_MOTO_PHOENIX9,Counting what Counts,Compter ce qui compte
KEY_HAVEN_MOTO_SYNEDRION1,Is This Good Enough?,Est-ce suffisant ?
KEY_HAVEN_MOTO_SYNEDRION10,"Listen, Alien!","Écoute, extraterrestre !"
KEY_HAVEN_MOTO_SYNEDRION100,Amenable To Persuasion,Disposés à la persuasion
KEY_HAVEN_MOTO_SYNEDRION101,Charmingly Rational,Délicieusement rationnels
KEY_HAVEN_MOTO_SYNEDRION102,Witty But Devious,"Spirituels, mais sournois"
KEY_HAVEN_MOTO_SYNEDRION103,Artificial Gravitas,Sérieux artificiel
KEY_HAVEN_MOTO_SYNEDRION104,We Miss You Iain,Tu nous manques Iain
KEY_HAVEN_MOTO_SYNEDRION105,Squid Pro Quo,Calvaire de calmar
KEY_HAVEN_MOTO_SYNEDRION106,This Was A Terrible Idea,C'était une très mauvaise idée
KEY_HAVEN_MOTO_SYNEDRION107,I Have A Bad Feeling About This,J'ai un mauvais pressentiment
KEY_HAVEN_MOTO_SYNEDRION108,Anybody Seen Our Motto?,Quelqu'un a vu notre devise ?
KEY_HAVEN_MOTO_SYNEDRION11,"Our Being is Becoming, not Stasis","Notre être évolue, il n'est pas inerte"
KEY_HAVEN_MOTO_SYNEDRION12,"Our Science is Utopia, our Reality is Eros, our Desire is Revolution","Notre science est utopie, notre réalité est Éros, notre désir est révolution"
KEY_HAVEN_MOTO_SYNEDRION13,Do the Impossible or Face the Unthinkable,Faire l'impossible ou faire face à l'impensable
KEY_HAVEN_MOTO_SYNEDRION14,We Couldn't Agree on a Motto,Nous n'avons pas pu convenir d'une devise
KEY_HAVEN_MOTO_SYNEDRION15,In a Permanent State of Arousal at the Thought of Scientific Progress,Dans un état permanent d'enthousiasme à l'idée du progrès scientifique
KEY_HAVEN_MOTO_SYNEDRION16,We Put the Syn in Synedrion,Nous sommes le Syn dans Synédrion
KEY_HAVEN_MOTO_SYNEDRION17,The Other Havens Have Better Mottoes,Les autres refuges ont de meilleures devises
KEY_HAVEN_MOTO_SYNEDRION18,And The Horse You Rode In On,Et le cheval sur lequel vous êtes arrivé
KEY_HAVEN_MOTO_SYNEDRION19,Democracy In Action,Démocratie à l'œuvre
KEY_HAVEN_MOTO_SYNEDRION2,Come and Have Breakfast With Us,Venez prendre le petit-déjeuner avec nous
KEY_HAVEN_MOTO_SYNEDRION20,"All Out Of Sausages, Try New Jericho","On n'a plus de saucisses, essayez la Nouvelle-Jéricho"
KEY_HAVEN_MOTO_SYNEDRION21,Science FTW,La science FTW
KEY_HAVEN_MOTO_SYNEDRION22,Turn Left at the Next Intersection,Tournez à gauche à la prochaine intersection
KEY_HAVEN_MOTO_SYNEDRION23,"Knock, Knock","Toc, toc"
KEY_HAVEN_MOTO_SYNEDRION24,Change the World or be Changed by It,Changer le monde ou être changé par le monde
KEY_HAVEN_MOTO_SYNEDRION25,We're Hoarding the Toilet Paper,Nous collectionnons le papier toilette
KEY_HAVEN_MOTO_SYNEDRION26,It Was This Or Barbarism,C'était ça ou la barbarie
KEY_HAVEN_MOTO_SYNEDRION27,Abhor Stagnation,Abhorrer la stagnation
KEY_HAVEN_MOTO_SYNEDRION28,No Such Thing as Infallible Authorities,Les autorités infaillibles n'existent pas
KEY_HAVEN_MOTO_SYNEDRION29,"Freedom Requires Humanism, Humanism Requires Freedom","La liberté exige l'humanisme, l'humanisme exige la liberté"
KEY_HAVEN_MOTO_SYNEDRION3,Freedom is Fun,La liberté c'est fun
KEY_HAVEN_MOTO_SYNEDRION30,Live Together Or Die Alone,Vivre ensemble ou mourir seul
KEY_HAVEN_MOTO_SYNEDRION31,Pedicabo Ego Vos Et Irrumabo,Pedicabo Ego Vos Et Irrumabo
KEY_HAVEN_MOTO_SYNEDRION32,Super Fornicam,Super Fornicam
KEY_HAVEN_MOTO_SYNEDRION33,We Definitely Have Free Lunch,On a des trucs gratuits
KEY_HAVEN_MOTO_SYNEDRION34,Is That the Means of Production in Your Pocket or Are You Just Happy to See Us?,C'est le moyen de production dans votre poche ou c'est que vous êtes heureux de nous voir ?
KEY_HAVEN_MOTO_SYNEDRION35,Fully Automated Luxury Anarcho-Communism,Anarcho-communiste de luxe entièrement automatisé
KEY_HAVEN_MOTO_SYNEDRION36,"Falafels, Guns & Science","Falafels, pistolets et science"
KEY_HAVEN_MOTO_SYNEDRION37,Care to Elaborate?,Vous pouvez nous en dire plus ?
KEY_HAVEN_MOTO_SYNEDRION38,Your Mother Was A Hamster,Ta mère était un hamster
KEY_HAVEN_MOTO_SYNEDRION39,Mind Over Madness,Esprit avant folie
KEY_HAVEN_MOTO_SYNEDRION4,Anarchists Do It Better,Les anarchistes le font mieux
KEY_HAVEN_MOTO_SYNEDRION40,Lost Our Chains,Nous avons perdu nos chaînes
KEY_HAVEN_MOTO_SYNEDRION41,In Vino Veritas,In Vino Veritas
KEY_HAVEN_MOTO_SYNEDRION42,Rise Like Lions After A Good Nap,Levez-vous tels des lions après une bonne sieste
KEY_HAVEN_MOTO_SYNEDRION43,Make It So,Exécution
KEY_HAVEN_MOTO_SYNEDRION44,"Masters of All Trades, Jacks of None",Qui sème le vent partout ne récolte nulle part
KEY_HAVEN_MOTO_SYNEDRION45,Somebody Hacked The Motto Generator Again,Quelqu'un a encore piraté le générateur de devises
KEY_HAVEN_MOTO_SYNEDRION46,Intellectually Opposed to Oversimplifying Philosophy,Intellectuellement opposé à trop schématiser la philosophie
KEY_HAVEN_MOTO_SYNEDRION47,For the Many,Pour le peuple
KEY_HAVEN_MOTO_SYNEDRION48,Dogmatically Free-Thinking,Libre-penseur dogmatique
KEY_HAVEN_MOTO_SYNEDRION49,Not Really Into the Post-Apocalyptic Thing,Pas vraiment intéressés par le post-apocalyptique
KEY_HAVEN_MOTO_SYNEDRION5,"No Hierarchies, No Leaders, No Problems","Sans hiérarchies, sans chefs, sans problèmes"
KEY_HAVEN_MOTO_SYNEDRION50,Silent but Deadly,"Silencieux, mais mortels"
KEY_HAVEN_MOTO_SYNEDRION51,Freedom and Necessity,Liberté et nécessité
KEY_HAVEN_MOTO_SYNEDRION52,No Harmony Without Solidarity,Pas d'harmonie sans solidarité
KEY_HAVEN_MOTO_SYNEDRION53,Everyone Together Now: We're All Individuals,Tout le monde ensemble maintenant : nous sommes tous des individus
KEY_HAVEN_MOTO_SYNEDRION54,Inexplicably Irreverent In The Face Of Catastrophe,Inexplicablement irrévérencieux devant la catastrophe
KEY_HAVEN_MOTO_SYNEDRION55,Misty with a Chance of Monsters,Brumeux avec une possibilité de monstres
KEY_HAVEN_MOTO_SYNEDRION56,"It's Not How Big Your Haven Is, It's What You Do With It","Ce n'est pas la taille du refuge qui compte, c'est ce que vous en faites"
KEY_HAVEN_MOTO_SYNEDRION57,Looking For Answers in All the Wrong Places,Chercher des réponses aux mauvais endroits
KEY_HAVEN_MOTO_SYNEDRION58,"Pessimism of the Spirit, Optimism of the Will","Pessimisme de l'esprit, optimisme de la volonté"
KEY_HAVEN_MOTO_SYNEDRION59,"You Can't Go Home Again, But You're Welcome Here","Vous ne pouvez pas rentrer chez vous, mais vous êtes le bienvenu ici"
KEY_HAVEN_MOTO_SYNEDRION6,Imagine A World Without Spam,Imaginez un monde sans spam
KEY_HAVEN_MOTO_SYNEDRION60,"Stirred, Not Shaken","Émus, pas bouleversés"
KEY_HAVEN_MOTO_SYNEDRION61,Hakuna Matata,Hakuna Matata
KEY_HAVEN_MOTO_SYNEDRION62,I Was Run Over By The Truth One Day,Je me suis fait écraser par la vérité un jour
KEY_HAVEN_MOTO_SYNEDRION63,Only Those with their Feet on Rock Can Build Castles in the Air,Il faut avoir les pieds sur terre pour lancer des idées en l'air
KEY_HAVEN_MOTO_SYNEDRION64,Intelligent Change To Make Us Better,Changement intelligent pour nous améliorer
KEY_HAVEN_MOTO_SYNEDRION65,We Must Adapt,Nous devons nous adapter
KEY_HAVEN_MOTO_SYNEDRION66,To Find Our Place In The Future,Trouver une place dans l'avenir
KEY_HAVEN_MOTO_SYNEDRION67,Understanding Provides Freedom,Comprendre apporte la liberté
KEY_HAVEN_MOTO_SYNEDRION68,We Must Learn,Nous devons apprendre
KEY_HAVEN_MOTO_SYNEDRION69,Building A Better Shovel,Fabriquer une meilleure pelle
KEY_HAVEN_MOTO_SYNEDRION7,Freedom is Always the Freedom of the Dissenter,La liberté est toujours la liberté du dissident
KEY_HAVEN_MOTO_SYNEDRION70,Never Gonna Let You Down,Never Gonna Let You Down
KEY_HAVEN_MOTO_SYNEDRION71,No Strangers to Love,No Strangers to Love
KEY_HAVEN_MOTO_SYNEDRION72,Never Gonna Give You Up,Never Gonna Give You Up
KEY_HAVEN_MOTO_SYNEDRION73,Never Gonna Say Goodbye,Never Gonna Say Goodbye
KEY_HAVEN_MOTO_SYNEDRION74,Gotta Make You Understand,Gotta Make You Understand
KEY_HAVEN_MOTO_SYNEDRION75,May We Borrow Your Wheelbarrow?,On peut emprunter votre brouette ?
KEY_HAVEN_MOTO_SYNEDRION76,The Human Race Is A Pretty Old Place,La race humaine est un lieu assez bizarre
KEY_HAVEN_MOTO_SYNEDRION77,We Got Organized,Nous nous sommes organisés
KEY_HAVEN_MOTO_SYNEDRION78,"Placeholder Motto, Nobody Vote For This","Devise de substitution, personne ne vote pour ça"
KEY_HAVEN_MOTO_SYNEDRION79,We Summoned The Ghost of Tom Joad,Nous avons invoqué le fantôme de Tom Joad
KEY_HAVEN_MOTO_SYNEDRION8,"From Each According to their Abilities, to Each According to their Needs","De chacun selon ses moyens, à chacun selon ses besoins"
KEY_HAVEN_MOTO_SYNEDRION80,Those That Fight When Oppressed Incur No Guilt,Il n'y a pas de recours contre ceux qui ripostent après avoir été lésés
KEY_HAVEN_MOTO_SYNEDRION81,Trying To Make Sense,Essayer de rationaliser
KEY_HAVEN_MOTO_SYNEDRION82,Simple Interpretation Is Not Enough,Les interprétations simples ne suffisent pas
KEY_HAVEN_MOTO_SYNEDRION83,Don't Get Hurt,Ne vous blessez pas
KEY_HAVEN_MOTO_SYNEDRION84,Consciousness Transforms The World,La conscience transforme le monde
KEY_HAVEN_MOTO_SYNEDRION85,Immersed In The Life-Giving Spring Of Popular Creativity,Immergés dans le printemps vivifiant de la créativité populaire
KEY_HAVEN_MOTO_SYNEDRION86,Oh Shit We Need A Motto?,"Oh, mince. Il nous faut une devise ?"
KEY_HAVEN_MOTO_SYNEDRION87,"Fixing Stuff, One Gene At A Time","Réparer des objets, un gène à la fois"
KEY_HAVEN_MOTO_SYNEDRION88,Power to the People,Le pouvoir au peuple
KEY_HAVEN_MOTO_SYNEDRION89,A Rational Society (Mostly),Une société rationnelle (la plupart du temps)
KEY_HAVEN_MOTO_SYNEDRION9,History is the Actions of People in Pursuit of their Ends,"L'histoire, c'est les actions du peuple à la poursuite de leurs objectifs"
KEY_HAVEN_MOTO_SYNEDRION90,"BRB, Unsubscribing From The Apocalypse","BRB, désinscription de l'apocalypse"
KEY_HAVEN_MOTO_SYNEDRION91,We Can Build A World That Doesn't Suck,Nous pouvons créer un monde qui ne sera pas horrible
KEY_HAVEN_MOTO_SYNEDRION92,Coercion Is The Least Efficient Means Of Obtaining Order,La coercition est le moyen le moins efficace d'assurer l'ordre
KEY_HAVEN_MOTO_SYNEDRION93,Most Popular Haven In This Region,Le refuge le plus populaire de la région
KEY_HAVEN_MOTO_SYNEDRION94,"When There Is Freedom, There Will Be No State","Où la liberté existe, aucun État n'existera"
KEY_HAVEN_MOTO_SYNEDRION95,"Laugh At Death, Then Punch Him When He's Not Expecting It",Riez de la mort et frappez-la quand elle ne s'y attend pas
KEY_HAVEN_MOTO_SYNEDRION96,RTFM,RTFM
KEY_HAVEN_MOTO_SYNEDRION97,Anti-Eschatological,Anti-eschatologique
KEY_HAVEN_MOTO_SYNEDRION98,Exit Pursued By A Mutant,Sortie avec un mutant sur les talons
KEY_HAVEN_MOTO_SYNEDRION99,You'll Thank Us Later,Remerciez-nous plus tard
KEY_HAVEN_NAME_ANU1,Akkad,Akkad
KEY_HAVEN_NAME_ANU10,Badtibira,Badtibira
KEY_HAVEN_NAME_ANU11,Birtha,Birtha
KEY_HAVEN_NAME_ANU12,Borsippa,Borsippa
KEY_HAVEN_NAME_ANU13,Carchemish,Carchemish
KEY_HAVEN_NAME_ANU14,Der,Der
KEY_HAVEN_NAME_ANU15,Dilbat,Dilbat
KEY_HAVEN_NAME_ANU16,Dur-Sharrukin,Dur-Sharrukin
KEY_HAVEN_NAME_ANU17,Ekallatum,Ekallatum
KEY_HAVEN_NAME_ANU18,Emar,Emar
KEY_HAVEN_NAME_ANU19,Eridu,Eridu
KEY_HAVEN_NAME_ANU2,Akshak,Akshak
KEY_HAVEN_NAME_ANU20,Eshnunna,Eshnunna
KEY_HAVEN_NAME_ANU21,Girsu,Girsu
KEY_HAVEN_NAME_ANU22,Harbidum,Harbidum
KEY_HAVEN_NAME_ANU23,Harranu,Harranu
KEY_HAVEN_NAME_ANU24,Hattusa,Hattusa
KEY_HAVEN_NAME_ANU25,Isin,Isin
KEY_HAVEN_NAME_ANU26,Izala,Izala
KEY_HAVEN_NAME_ANU27,Kalhu,Kalhu
KEY_HAVEN_NAME_ANU28,Kar Zipar,Kar Zipar
KEY_HAVEN_NAME_ANU29,Katapa,Katapa
KEY_HAVEN_NAME_ANU3,Amid,Amid
KEY_HAVEN_NAME_ANU30,Kazallu,Kazallu
KEY_HAVEN_NAME_ANU31,Kesh,Kesh
KEY_HAVEN_NAME_ANU32,Kish,Kish
KEY_HAVEN_NAME_ANU33,Kishsassu,Kishsassu
KEY_HAVEN_NAME_ANU34,Kisurra,Kisurra
KEY_HAVEN_NAME_ANU35,Kuara,Kuara
KEY_HAVEN_NAME_ANU36,Kurda,Kurda
KEY_HAVEN_NAME_ANU37,Lagash,Lagash
KEY_HAVEN_NAME_ANU38,Larak,Larak
KEY_HAVEN_NAME_ANU39,Larsa,Larsa
KEY_HAVEN_NAME_ANU4,Ankuwa,Ankuwa
KEY_HAVEN_NAME_ANU40,Mansuate,Mansuate
KEY_HAVEN_NAME_ANU41,Marad,Marad
KEY_HAVEN_NAME_ANU42,Masuwari,Masuwari
KEY_HAVEN_NAME_ANU43,Nagar,Nagar
KEY_HAVEN_NAME_ANU44,Nasibina,Nasibina
KEY_HAVEN_NAME_ANU45,Nerikka,Nerikka
KEY_HAVEN_NAME_ANU46,Nineveh,Nineveh
KEY_HAVEN_NAME_ANU47,Nippur,Nippur
KEY_HAVEN_NAME_ANU48,Nohadra,Nohadra
KEY_HAVEN_NAME_ANU49,Nuzi,Nuzi
KEY_HAVEN_NAME_ANU5,Arinna,Arinna
KEY_HAVEN_NAME_ANU50,Rapiqum,Rapiqum
KEY_HAVEN_NAME_ANU51,Sabatha,Sabatha
KEY_HAVEN_NAME_ANU52,Sapinuwa,Sapinuwa
KEY_HAVEN_NAME_ANU53,Sareisha,Sareisha
KEY_HAVEN_NAME_ANU54,Sattagu,Sattagu
KEY_HAVEN_NAME_ANU55,Shekhna,Shekhna
KEY_HAVEN_NAME_ANU56,Shuruppak,Shuruppak
KEY_HAVEN_NAME_ANU57,Sinahuttum,Sinahuttum
KEY_HAVEN_NAME_ANU58,Sippar,Sippar
KEY_HAVEN_NAME_ANU59,Sumer,Sumer
KEY_HAVEN_NAME_ANU6,Arrapkha,Arrapkha
KEY_HAVEN_NAME_ANU60,Umma,Umma
KEY_HAVEN_NAME_ANU61,Ur,Ur
KEY_HAVEN_NAME_ANU62,Urbilum,Urbilum
KEY_HAVEN_NAME_ANU63,Uruk,Uruk
KEY_HAVEN_NAME_ANU64,Zabala,Zabala
KEY_HAVEN_NAME_ANU7,Ashur,Ashur
KEY_HAVEN_NAME_ANU8,Azupiranu,Azupiranu
KEY_HAVEN_NAME_ANU9,Babylon,Babylone
KEY_HAVEN_NAME_NEUTRAL1,Elpis,Elpis
KEY_HAVEN_NAME_NEUTRAL10,Bunker 34,Bunker 34
KEY_HAVEN_NAME_NEUTRAL11,Camp Glass,Camp Verre
KEY_HAVEN_NAME_NEUTRAL12,Camp Wheelbarrow,Camp Brouette
KEY_HAVEN_NAME_NEUTRAL13,Outpost Roog,Avant-poste Roog
KEY_HAVEN_NAME_NEUTRAL14,Outpost Maria,Avant-poste Maria
KEY_HAVEN_NAME_NEUTRAL15,Outpost Themistokles,Avant-poste Thémistocle
KEY_HAVEN_NAME_NEUTRAL16,Outpost Euphrosyne,Avant-poste Euphrosyne
KEY_HAVEN_NAME_NEUTRAL17,Outpost Borysthenis,Avant-poste Borysthenis
KEY_HAVEN_NAME_NEUTRAL18,Outpost Xevioso,Avant-poste Xevioso
KEY_HAVEN_NAME_NEUTRAL19,Leigong Station,Station Lei Gong
KEY_HAVEN_NAME_NEUTRAL2,Hoffnung,Hoffnung
KEY_HAVEN_NAME_NEUTRAL20,New Amal,Nouvelle Amal
KEY_HAVEN_NAME_NEUTRAL21,Camp Gobaith,Camp Gobaith
KEY_HAVEN_NAME_NEUTRAL22,Glycon Station,Station Glycon
KEY_HAVEN_NAME_NEUTRAL23,Eunostus Station,Station Eunostos
KEY_HAVEN_NAME_NEUTRAL24,Camp Takemikazuchi,Camp Takemikazuchi
KEY_HAVEN_NAME_NEUTRAL25,Camp Espoir,Camp Espoir
KEY_HAVEN_NAME_NEUTRAL26,Speranza Farm,Ferme Speranza
KEY_HAVEN_NAME_NEUTRAL27,Woodbridge Garrison,Garnison Pondebois
KEY_HAVEN_NAME_NEUTRAL28,Remény Garrison,Garnison Remény
KEY_HAVEN_NAME_NEUTRAL29,Camp Ireti,Camp Ireti
KEY_HAVEN_NAME_NEUTRAL3,Camp Darwin,Camp Darwin
KEY_HAVEN_NAME_NEUTRAL30,Nadezhda Garrison,Garnison Nadezhda
KEY_HAVEN_NAME_NEUTRAL31,Fukurokuju Garrison,Garnison Fukurokuju
KEY_HAVEN_NAME_NEUTRAL32,Watatsumi Hill,Mont Watatsumi
KEY_HAVEN_NAME_NEUTRAL33,Benzaiten Station,Station Benzaiten
KEY_HAVEN_NAME_NEUTRAL34,Cybele,Cybèle
KEY_HAVEN_NAME_NEUTRAL35,Balthazar Depot,Dépôt Balthazar
KEY_HAVEN_NAME_NEUTRAL36,Endymion Terminal,Terminal Endymion
KEY_HAVEN_NAME_NEUTRAL37,Aasha Farming Complex,Complexe agricole Aasha
KEY_HAVEN_NAME_NEUTRAL38,Chrysippus Mills,"Fabrique Chrysippe "
KEY_HAVEN_NAME_NEUTRAL39,Shenlong Falls,Chutes Shenlong
KEY_HAVEN_NAME_NEUTRAL4,Clearwater Commune,Commune de Claireau
KEY_HAVEN_NAME_NEUTRAL40,Jingwei,Jingwei
KEY_HAVEN_NAME_NEUTRAL41,Zhulong Commune,Commune de Zhulong
KEY_HAVEN_NAME_NEUTRAL42,Arcadian Pride,Fierté arcadienne
KEY_HAVEN_NAME_NEUTRAL43,New Burn,New Burn
KEY_HAVEN_NAME_NEUTRAL44,Volos 13,Volos 13
KEY_HAVEN_NAME_NEUTRAL45,Shelter GX-74,Refuge GX-74
KEY_HAVEN_NAME_NEUTRAL46,Nuclear Shelter IV,Abri nucléaire IV
KEY_HAVEN_NAME_NEUTRAL47,Hopetown,Espoirville
KEY_HAVEN_NAME_NEUTRAL48,Krasota,Krasota
KEY_HAVEN_NAME_NEUTRAL49,Legacy,Héritage
KEY_HAVEN_NAME_NEUTRAL5,Camp Fortitude,Camp Fortitude
KEY_HAVEN_NAME_NEUTRAL50,High Gollop,Haut-Gollop
KEY_HAVEN_NAME_NEUTRAL51,Jefferson Base,Base de Jefferson
KEY_HAVEN_NAME_NEUTRAL52,Camp Prochnost,Camp P
KEY_HAVEN_NAME_NEUTRAL53,Vynoslivost,Vynoslivost
KEY_HAVEN_NAME_NEUTRAL54,Camp Vera,Camp Vera
KEY_HAVEN_NAME_NEUTRAL55,Igbagbo Hill,Mont Igbagbo
KEY_HAVEN_NAME_NEUTRAL56,Apelpisia,Apelpisia
KEY_HAVEN_NAME_NEUTRAL57,Sanktejo,Sanktejo
KEY_HAVEN_NAME_NEUTRAL58,Hejmo,Hejmo
KEY_HAVEN_NAME_NEUTRAL59,Chantico Station,Station Chantico
KEY_HAVEN_NAME_NEUTRAL6,Camp Grit,Camp de Sable
KEY_HAVEN_NAME_NEUTRAL60,Lamaria,Lamaria
KEY_HAVEN_NAME_NEUTRAL61,Radogost,Radogost
KEY_HAVEN_NAME_NEUTRAL62,Demir,Demir
KEY_HAVEN_NAME_NEUTRAL63,Black Rock,Rocher noir
KEY_HAVEN_NAME_NEUTRAL64,Sanctuary,Sanctuaire
KEY_HAVEN_NAME_NEUTRAL65,Horatius Bridge,Pont Horatius
KEY_HAVEN_NAME_NEUTRAL66,Wugushen,Wugushen
KEY_HAVEN_NAME_NEUTRAL67,Macondo,Macondo
KEY_HAVEN_NAME_NEUTRAL68,Kuttner Grove,Bois Kuttner
KEY_HAVEN_NAME_NEUTRAL69,Belknap,Belknap
KEY_HAVEN_NAME_NEUTRAL7,Camp Life,Camp Vie
KEY_HAVEN_NAME_NEUTRAL70,Moore Hollow,Vallon de Moore
KEY_HAVEN_NAME_NEUTRAL71,Novum,Novum
KEY_HAVEN_NAME_NEUTRAL72,Lucina,Lucina
KEY_HAVEN_NAME_NEUTRAL73,Rumina,Rumina
KEY_HAVEN_NAME_NEUTRAL8,New Lexington,Nouveau Lexington
KEY_HAVEN_NAME_NEUTRAL9,Obatala Hill,Mont Obatala
KEY_HAVEN_NAME_NEW_JERICHO1,New Jericho,Nouvelle-Jéricho
KEY_HAVEN_NAME_NEW_JERICHO10,Fort Sloboda,Fort Sloboda
KEY_HAVEN_NAME_NEW_JERICHO11,Fort Askatasuna,Fort Askatasuna
KEY_HAVEN_NAME_NEW_JERICHO12,Fort Gerechtigkeit,Fort Gerechtigkeit
KEY_HAVEN_NAME_NEW_JERICHO13,Fort Justice,Fort Justice
