Key,English,French
ALN_ELITERANGER_RESEARCHDEF_COMPLETE,"Species classification A-Epsilon-E1
An evolved form of Arthron, with a heavy carapace that is capable of using grenades and spitting poison. Despite the creature's significant intelligence, it appears to be an evolutionary dead end, since the combination of grenades and close quarter pincer mutations cannot be efficiently used in any combat tactics.","Classification de l'espèce A-Epsilon-E1
Une forme évoluée de l'Arthron, avec une carapace lourde qui est capable d'utiliser des grenades et de cracher du poison. Malgré l'intelligence considérable de cette créature, il semble que l'évolution soit dans une impasse. En effet, la combinaison des mutations de grenades et de la pince pour le combat rapproché s'avère inefficace dans n'importe quelle tactique de combat."
ALN_ELITERANGER_RESEARCHDEF_NAME,ARTHRON MYRMIDON CHAMPION,ARTHRON MYRMIDON CHAMPION
ALN_ELITEVIRALCOMMANDO2_RESEARCHDEF_COMPLETE,"Species classification A-Eta-E2
A mutation of Arthron believed to have evolved in response to the Disciples of Anu Priests. The specimen is equipped with a grenade-launcher appendage and a viral weapon containing a weaponized strain of the Pandoravirus.","Classification de l'espèce A-Eta-E2
Une mutation d'Arthron qui aurait évolué en réponse aux prêtres des Disciples d'Anu. Ce spécimen est équipé d'un membre lance-grenades et d'une arme virale contenant une souche du Pandoravirus qui lui sert d'arme."
ALN_ELITEVIRALCOMMANDO2_RESEARCHDEF_NAME,ARTHRON BANE CHAMPION,ARTHRON PESTE CHAMPION
ALN_ELITEVIRALCOMMANDO3_RESEARCHDEF_COMPLETE,"Species classification A-Eta-E2
A highly dangerous Arthron variation, capable of infecting soldiers with a strain of the Pandoravirus by using an evolved bio-organic Viral machine gun. In addition, the specimen has grenade launching capability and a thick chitin carapace.","Classification de l'espèce A-Eta-E2
Une variante de l'Arthron très dangereuse, capable d'infecter des soldats avec une souche du Pandoravirus en utilisant une mitrailleuse virale bio-organique supérieure. Ce spécimen est également doté d'un lance-grenades et d'une épaisse carapace de chitine."
ALN_ELITEVIRALCOMMANDO3_RESEARCHDEF_NAME,ARTHRON BANE CHAMPION,ARTHRON PESTE CHAMPION
ALN_ELITEVIRALCOMMANDO_RESEARCHDEF_COMPLETE,"Species classification A-Eta-E1
A subspecies of Arthron that has managed to integrate a strain of the Pandoravirus in its weaponry. Protected by a chitin carapace, the creature is specialized in long range combat. To be avoided whenever possible!","Classification de l'espèce A-Eta-E1
Une sous-espèce d'Arthron qui a réussi à intégrer une souche du Pandoravirus à son artillerie. Protégée par une carapace de chitine, cette créature est spécialisée dans le combat à longue distance. À éviter dans la mesure du possible !"
ALN_ELITEVIRALCOMMANDO_RESEARCHDEF_NAME,ARTHRON BANE CHAMPION,ARTHRON PESTE CHAMPION
ALN_FACEHUGGER_EGG_RESEARCHDEF_COMPLETE,"Species classification M
A worm egg containing the Mindfragger species. Reports claim that if disturbed the pod will break, releasing the creature inside.","Classification de l'espèce M
Un œuf de ver contenant l'espèce Corrupteur. D'après les rapports, s'il est perturbé, l'œuf se casse pour libérer la créature qu'il contient."
ALN_FACEHUGGER_EGG_RESEARCHDEF_NAME,MINDFRAGGER EGG,ŒUF DE CORRUPTEUR
ALN_FACEHUGGER_RESEARCHDEF_COMPLETE,"Species classification M
A parasitic Pandoran specimen capable of assuming control of a person. Combat observations have shown that the creature is able to leap great distances in order to attach itself to the head of its target and take control.","Classification de l'espèce M
Un spécimen de parasite pandorien capable de prendre le contrôle mental d'une personne. Les observations en combat indiquent que la créature est capable de parcourir de grandes distances en sautant pour se fixer à la tête de sa cible et en prendre le contrôle."
ALN_FACEHUGGER_RESEARCHDEF_NAME,MINDFRAGGER,CORRUPTEUR
ALN_FIREWORM_EGG_RESEARCHDEF_COMPLETE,"Species classification W-F-POD
A worm egg containing the Fireworm species. Reports claim that if disturbed the pod will break, releasing the creature inside.","Classification de l'espèce W-F-POD
Un œuf de ver contenant l'espèce Ver de feu. D'après les rapports, s'il est perturbé, l'œuf se casse pour libérer la créature qu'il contient."
ALN_FIREWORM_EGG_RESEARCHDEF_NAME,FIREWORM EGG,ŒUF DE VER DE FEU
ALN_FIREWORM_RESEARCHDEF_COMPLETE,"Species classification W-F
A small worm-like creature whose only purpose is to act as a living mine. Upon identifying its enemies, the creature approaches its target and bursts in a ball of flames.","Classification de l'espèce W-F
Une petite créature semblable à un ver dont le seul but est d'agir comme un être vivant. Lorsqu'elle a identifié ses ennemis, cette créature s'approche de sa cible et explose dans une boule de feu."
ALN_FIREWORM_RESEARCHDEF_NAME,FIREWORM,VER DE FEU
ALN_FISHMANAGGROASSAULT_RESEARCHDEF_COMPLETE,"Species classification T-Alpha-1
A variation of the Footpad. The specimen has been observed to always be equipped with New Jericho gauss rifles. Enhanced perception and bloodsucking capabilities are present, as well as an enhanced regeneration factor.","Classification de l'espèce T-Alpha-1
Une variante du Voleur. Ce spécimen a été observé toujours équipé de fusils Gauss de la Nouvelle-Jéricho. Il a une perception accrue et des capacités de drainage de sang, ainsi qu'une capacité de régénération optimisée."
ALN_FISHMANAGGROASSAULT_RESEARCHDEF_NAME,TRITON MANIAC,TRITON DÉTRAQUÉ
ALN_FISHMANAGGROSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta-2
A mutation of Hitman equipped with a New Jericho sniper rifle. The creature’s ability to disappear at will and suppress all sound, along with the ability to release mist make it dangerous to deal with. Use of grenades is recommended when dealing with it.","Classification de l'espèce T-Bêta-2
Une mutation du Tueur équipée d'un fusil de précision de la Nouvelle-Jéricho. Les capacités de cette créature à disparaître à volonté sans faire de bruit et à libérer de la brume le rendent dangereux. L'usage de grenades est recommandé pour l'éliminer."
ALN_FISHMANAGGROSNIPER_RESEARCHDEF_NAME,TRITON HITMAN ALPHA,TRITON TUEUR ALPHA
ALN_FISHMANASSAULT_RESEARCHDEF_COMPLETE,"Species classification T-Alpha
A subspecies of Triton evolved to use human Assault Rifles. The specimen has enhanced perception and is capable of regenerating wounds. Additionally, reports confirm the existence of a second pair of arms that can drain blood of enemies from close distance.","Classification de l'espèce T-Alpha
Une sous-espèce de Triton qui a évolué pour utiliser des fusils d'assaut humains. Ce spécimen est doté d'une perception accrue et peut régénérer ses blessures. Les rapports confirment également l'existence de deux autres bras qui drainent le sang des ennemis à proximité."
ALN_FISHMANASSAULT_RESEARCHDEF_NAME,TRITON FOOTPAD,TRITON VOLEUR
ALN_FISHMANBASIC_RESEARCHDEF_COMPLETE,"Species classification T-Zero
A humanoid Pandoran species with four arms and heightened perception capabilities. Generally weak, the creature can use its upper appendages to drain blood from its opponents at close range.","Classification de l'espèce T-Zero
Un Pandorien humanoïde avec quatre bras et une perception intensifiée. Généralement faible, cette créature peut utiliser ses appendices supérieurs pour drainer le sang de ses adversaires à courte portée."
ALN_FISHMANBASIC_RESEARCHDEF_NAME,TRITON STRANGLER,TRITON ÉTRANGLEUR
ALN_FISHMANELITEHUNTER_RESEARCHDEF_COMPLETE,"Species classification T-Delta-E
A commander type Pandoran, this subspecies represents an evolution of the Poacher that has developed a taste for hunting humans. Reports indicate it is always armed with a neural Sniper Rifle and Pistol and often toys with its opponents before killing them. To be avoided at all costs.","Classification de l'espèce T-Delta-E
Un Pandorien de type commandant, cette sous-espèce représente une évolution du Traqueur qui a acquis un goût pour la chasse à l'homme. Les rapports indiquent qu'il est toujours armé d'un fusil de précision et d'un pistolet neuraux et joue souvent avec ses victimes avant de les tuer. À éviter à tout prix."
ALN_FISHMANELITEHUNTER_RESEARCHDEF_NAME,TRITON POACHER ALPHA,TRITON TRAQUEUR ALPHA
ALN_FISHMANELITESTRIKER_RESEARCHDEF_COMPLETE,"Species classification T-Gamma-E
An enhanced type of Thug with extremely heightened intelligence and regeneration capabilities. The specimen's weapon of choice is a human Shotgun, which it can occasionally use to create diversions by attracting attention to itself. To be approached with caution.","Classification de l'espèce T-Gamma-E
Un type optimisé de Vaurien avec une intelligence renforcée et des capacités de régénération. L'arme favorite de ce spécimen est un fusil à pompe humain, qu'il utilise occasionnellement pour créer une diversion en attirant l'attention sur lui-même. À approcher avec prudence."
ALN_FISHMANELITESTRIKER_RESEARCHDEF_NAME,TRITON THUG ALPHA,TRITON VAURIEN ALPHA
ALN_FISHMANELITEVIRALASSAULT_RESEARCHDEF_COMPLETE,"The enhanced subspecies of Ghoul, capable of draining the blood of its enemies on touch. The specimen has command level intelligence, often coordinating with other units on the battlefield as it infects enemies with its viral Redemptor weapon. If encountered it is to be taken out as fast as possible.","Cette sous-espèce améliorée de Goule est capable d'aspirer le sang de ses ennemis simplement en les touchant. Ce spécimen est doté d'une intelligence de type commandant et coordonne souvent les autres unités sur le champ de bataille, tout en contaminant ses ennemis avec son arme Redemptor virale. Si rencontré, il doit être éliminé le plus vite possible."
ALN_FISHMANELITEVIRALASSAULT_RESEARCHDEF_NAME,TRITON GHOUL ALPHA,TRITON GOULE ALPHA
ALN_FISHMANELITEVIRALSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta-VE
A command type Ghost evolved to achieve near complete stealth in combat. While equipped with a viral Sniper Rifle, it can also sneak up to opponents and paralyze them using its second set of appendages.","Classification de l'espèce T-Beta-VE
Un Fantôme de type commandant qui a évolué pour atteindre la furtivité en combat presque totale. Équipé d'un fusil de précision viral, il peut également attaquer ses adversaires par surprise et les paralyser à l'aide de ses deux autres appendices."
ALN_FISHMANELITEVIRALSNIPER_RESEARCHDEF_NAME,TRITON GHOST ALPHA,TRITON FANTÔME ALPHA
ALN_FISHMANFOCUSASSAULT_RESEARCHDEF_COMPLETE,"Species classification T-Alpha-2
An evolved Footpad observed to be exclusively equipped with Synedrion technology. Analysis suggests that it is able to use any type of Assault Rifle, but chooses to use only Synedrion tech. The specimen has enhanced perception and regeneration capabilities and a second pair of arms capable of sucking blood from its victims.","Classification de l'espèce T-Alpha-2
Une évolution du Voleur a été observée équipée uniquement de technologie du Synédrion. Notre analyse suggère qu'il peut utiliser tout type de fusil d'assaut, mais choisit essentiellement la technologie du Synédrion. Ce spécimen est doté de capacités accrues de perception et de régénération, ainsi que de deux bras supplémentaires pouvant aspirer le sang de ses victimes."
ALN_FISHMANFOCUSASSAULT_RESEARCHDEF_NAME,TRITON FOOTPAD ALPHA,TRITON VOLEUR ALPHA
ALN_FISHMANFOCUSSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta-1
An enhanced type of Hitman that has evolved sound suppression and camouflage making it difficult to spot on the battlefield. Its choice of Synedrion sniper rifles suggest that this is the Pandoran answer to infiltration specialists.","Classification de l'espèce T-Bêta-1
Un type de Tueur amélioré qui a développé des propriétés d'absorption du son et de camouflage qui le rendent difficile à détecter sur le champ de bataille. Son choix de fusil de précision du Synédrion suggère qu'il a évolué pour répondre aux spécialistes de l'infiltration."
ALN_FISHMANFOCUSSNIPER_RESEARCHDEF_NAME,TRITON MARKSMAN,TRITON TIREUR D'ÉLITE
ALN_FISHMANHUNTER_RESEARCHDEF_COMPLETE,"Species classification T-Delta
Unlike other types of tritons, the primary goal of this subspecies is to hunt down and capture humans. Equipped with a Neural pistol and evolved paralyzing appendages it is to be avoided whenever possible.","Classification de l'espèce T-Delta
Contrairement aux autres types de Triton, le but premier de cette sous-espèce consiste à traquer et à capturer les humains. Il est équipé d'un pistolet neural et son évolution lui a donné des appendices paralysants. À éviter dans la mesure du possible."
ALN_FISHMANHUNTER_RESEARCHDEF_NAME,TRITON POACHER,TRITON TRAQUEUR
ALN_FISHMANPIERCERASSAULT_RESEARCHDEF_COMPLETE,"Species classification T-Alpha-E
This subspecies is believed to be the most intelligent Maniac, capable of tactical combat analyses and equipped with a piercing Assault Rifle. Reports suggest it has extremely high perception, along with high regeneration capabilities. To be avoided at all costs.","Classification de l'espèce T-Alpha-E
Cette sous-espèce est considérée comme le Détraqué le plus intelligent, capable d'analyses tactiques de combat et équipé d'un fusil d'assaut perforant. Selon les rapports, il aurait une perception extrêmement élevée, et de grandes capacités de régénération. À éviter à tout prix."
ALN_FISHMANPIERCERASSAULT_RESEARCHDEF_NAME,TRITON MANIAC ALPHA,TRITON DÉTRAQUÉ ALPHA
ALN_FISHMANPIERCERSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta-E
The subspecies is referred to as the Triton Assassin. Evolved to the point it can become almost invisible and unheard in combat, the piercing Sniper Rifle that is its weapon of choice allows it to kill any opponent. Never approach alone.","Classification de l'espèce T-Bêta-E
Cette sous-espèce est appelée le Triton Assassin. Il a évolué au point de devenir pratiquement invisible et de ne pas être entendu en combat. Son fusil de précision perforant de prédilection lui permet d'éliminer n'importe quel adversaire. À ne jamais approcher seul."
ALN_FISHMANPIERCERSNIPER_RESEARCHDEF_NAME,TRITON MARKSMAN ALPHA,TRITON TIREUR D'ÉLITE ALPHA
ALN_FISHMANSNEAKER_RESEARCHDEF_COMPLETE,"Species classification T-Zero-B
An evolved Triton subspecies with chameleon-like skin allowing it to vanish at will on the battlefield. The specimen's appendages have evolved to the point it can use simple human-made pistols. The creature is further capable of emitting a cloud of mist to hide itself when threatened.","Classification de l'espèce T-Zero-B
Une sous-espèce évoluée du Triton avec une peau semblable au caméléon lui permettant de disparaître à volonté sur le champ de bataille. Les appendices du spécimen ont évolué au point de lui permettre d'utiliser des pistolets simples fabriqués par l'homme. Cette créature peut également émettre un nuage de brume pour se cacher lorsqu'elle se sent menacée."
ALN_FISHMANSNEAKER_RESEARCHDEF_NAME,TRITON WRETCH,TRITON MINABLE
ALN_FISHMANSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta
This Triton mutation has developed the ability to use human Sniper Rifles, as well as learned to mimic their actions. Observation has shown that it also has enhanced perception and regeneration capabilities, and can further shroud itself by emitting mist clouds from appendages on its shoulders.","Classification de l'espèce T-Bêta
Cette mutation de Triton a développé la capacité d'utiliser des fusils de précision humains, et a appris à imiter leurs actions. Selon nos observations, il est également doté de capacités renforcées de perception et de régénération, et peut s'envelopper de nuages de brume qu'il émet à l'aide d'appendices situés sur ses épaules."
ALN_FISHMANSNIPER_RESEARCHDEF_NAME,TRITON HITMAN,TRITON TUEUR
ALN_FISHMANSTRIKER_RESEARCHDEF_COMPLETE,"Species classification T-Gamma
A mutated subspecies of Strangler that has adapted to use human Shotguns. While the creature generally does not present a serious threat, its ability to regenerate and drain opponents' blood to heal make it a nuisance.
","Classification de l'espèce T-Gamma
Une sous-espèce mutante de l'Étrangleur qui s'est adaptée à l'usage des fusils à pompe humains. La créature ne représente généralement pas de menace sérieuse, mais ses capacités à se régénérer et à drainer le sang de ses ennemis font de lui un adversaire pénible."
ALN_FISHMANSTRIKER_RESEARCHDEF_NAME,TRITON THUG,TRITON VAURIEN
ALN_FISHMANVIRALASSAULT_RESEARCHDEF_COMPLETE,"Species classification T-Alpha-V
A subspecies of Hitman with heightened perception and regeneration capabilities. Using Disciples of Anu technology, it is capable of infecting opponents from a distance as well as draining their blood in close quarters. Direct confrontation not advised.","Classification de l'espèce T-Alpha-V
Une sous-espèce du Voleur qui a réussi à obtenir la technologie virale des Disciples d'Anu. Sa perception est plus faible que celle des autres sous-espèces de Triton, mais il a évolué pour supprimer le bruit qu'il fait jusqu'à un niveau extrême."
ALN_FISHMANVIRALASSAULT_RESEARCHDEF_NAME,TRITON GHOUL,TRITON GOULE
ALN_FISHMANVIRALSNIPER_RESEARCHDEF_COMPLETE,"Species classification T-Beta-V
A subspecies of Footpad that has managed to obtain the viral technology of the Disciples of Anu. While its perception is poorer than other Triton subspecies, it has evolved to suppress sound to an extreme level.","Classification de l'espèce T-Beta-V
Une sous-espèce du Tueur avec des capacités accrues de perception et de régénération. Armé de la technologie des Disciples d'Anu, il est capable de contaminer ses adversaires à distance et de drainer leur sang à proximité. La confrontation directe n'est pas recommandée."
ALN_FISHMANVIRALSNIPER_RESEARCHDEF_NAME,TRITON GHOST,TRITON FANTÔME
ALN_LAIR_RESEARCHDEF_COMPLETE,"A new type of Pandoran structure has evolved capable of generating far more powerful mutations, and with far greater reach.",Un nouveau type de structure pandorienne a développé la capacité de générer des mutations bien plus performantes avec une portée beaucoup plus longue.
ALN_LAIR_RESEARCHDEF_NAME,PANDORAN LAIR,TANIÈRE PANDORIENNE
ALN_MISTSENTINEL_RESEARCHDEF_COMPLETE,"Species classification STL-M
A large colonizing structure that is found wherever sea mist spreads over land. The creature releases a concentrated microbial mist which may cover large parts of the battlefield.","Classification de l'espèce STL-M
Une énorme structure colonisatrice qui se trouve partout où la brume marine se répand sur la terre. Cette créature libère une brume microbienne concentrée qui peut couvrir de grandes zones du champ de bataille."
ALN_MISTSENTINEL_RESEARCHDEF_NAME,MIST SENTINEL,SENTINELLE DE BRUME
ALN_NEST_RESEARCHDEF_COMPLETE,The Pandorans have developed the ability to build structures on land capable of breeding and mutating large quantities of biomass.,Les Pandoriens ont développé la capacité de construire des structures sur terre capable de se reproduire et de transformer de grandes quantités de biomasse.
ALN_NEST_RESEARCHDEF_NAME,PANDORAN NEST,NID PANDORIEN
ALN_POISONWORM_EGG_RESEARCHDEF_COMPLETE,"Species classification W-P-POD
A worm egg containing the Poisonworm species. Reports claim that if disturbed the pod will break, releasing the creature inside.","Classification de l'espèce W-P-POD
Un œuf de ver contenant l'espèce Ver toxique. D'après les rapports, s'il est perturbé, l'œuf se casse pour libérer la créature qu'il contient."
ALN_POISONWORM_EGG_RESEARCHDEF_NAME,POISONWORM EGG,ŒUF DE VER TOXIQUE
ALN_POISONWORM_RESEARCHDEF_COMPLETE,"Species classification W-P
An evolved type of worm mutated to release highly poisonous gasses upon death. The specimen acts as a living drone, targeting any threat in vicinity. ","Classification de l'espèce W-P
Un type de ver évolué mutant qui libère des gaz très toxiques à sa mort. Ce spécimen agit comme un drone vivant, ciblant tout ennemi à proximité."
ALN_POISONWORM_RESEARCHDEF_NAME,POISONWORM,VER TOXIQUE
ALN_PRETORIAN_RESEARCHDEF_COMPLETE,"Species classification A-Delta
A mutated Arthron evolved to counter flash attacks. Equipped with a chitin carapace, shield, and a machine gun implanted in its arm. Analysis suggests the specimen is the Pandoran equivalent of a support unit. The Arthron is further capable of spitting poison at medium range.","Classification de l'espèce A-Delta
Un Arthron mutant évolué pour contrer les attaques rapides. Il est équipé d'une carapace en chitine, d'un bouclier et d'une mitrailleuse implantée dans son bras. L'analyse suggère que ce spécimen est l'équivalent pandorien d'une unité de soutien. L'Arthron est également capable de cracher du poison à distance moyenne."
ALN_PRETORIAN_RESEARCHDEF_NAME,ARTHRON TYRANT,ARTHRON TYRAN
ALN_SCYLLA1_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-1
Considered to be the apex Pandoran creature, the specimen is believed to have strategic intelligence as well as the capability to psychically control troops on a global scale. The creature is giant in size, capable of destroying buildings with its massive arms or leaping on them. Observations have shown that it is also capable of emitting mist and spawning Mindfraggers.","Classification de l'espèce SCY-Alpha-1
Considéré comme la pointe des créatures pandoriennes, on suspecte que ce spécimen est doté d'une intelligence stratégique ainsi que de la capacité de contrôler psychiquement les troupes à un niveau global. Cette créature est gigantesque, capable de détruire des bâtiments avec ses énormes bras ou en sautant dessus. D'après nos observations, elle peut aussi émettre une brume et générer des Corrupteurs."
ALN_SCYLLA1_RESEARCHDEF_NAME,SCYLLA XENAGOS,SCYLLA XENAGOS
ALN_SCYLLA2_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-2
A subspecies of Scylla evolved to project torrents of organic goo from its head. The substance limits terrain movement and potentially inflicts minor damage on contact. The specimen is also able to release mist through organs on its back, as well as spawn Mindfraggers from its abdomen.","Classification de l'espèce SCY-Alpha-2
Une sous-espèce de Scylla évoluée pour projeter des torrents de gelée organique avec sa tête. La substance limite les déplacements sur le terrain et peut infliger des dégâts mineurs à son contact. Ce spécimen est également capable de libérer de la brume à l'aide d'organes dorsaux, et générer des Corrupteurs de son abdomen."
ALN_SCYLLA2_RESEARCHDEF_NAME,SCYLLA NOCTURNA,SCYLLA NOCTURNA
ALN_SCYLLA3_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-3
A mutation of Scylla that has evolved to inflict a massive sonic stun effect with its specialized head. Reports indicate the creature is less aggressive than standard Scylla's although protective when approached. The specimen is capable of destroying buildings as well as releasing mist and Mindfraggers when feeling threatened.","Classification de l'espèce SCY-Alpha-3
Une mutation de Scylla qui a évolué pour infliger un énorme effet étourdissant sonique avec sa tête spécialisée. Selon les rapports, cette créature est moins agressive qu'une Scylla normale, mais elle est protectrice quand on s'en approche. Ce spécimen peut détruire des bâtiments et libérer de la brume et des Corrupteurs si elle se sent menacée."
ALN_SCYLLA3_RESEARCHDEF_NAME,SCYLLA TENEBRIS,SCYLLA TENEBRIS
ALN_SCYLLA4_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-4
An evolved Scylla capable of vast damage using heavy cannons integrated into its arms. The creature is capable of leveling buildings, as well as launching concentrated mist capsules. The abdomen seems to be harboring gestation pods for Mindfraggers.","Classification de l'espèce SCY-Alpha-4
Une Scylla évoluée capable de causer de sévères dégâts à l'aide de cannons lourds intégrés à ses bras. Cette créature peut soulever des bâtiments et lancer des capsules de brume concentrée. Son abdomen semble porter des cellules de gestation pour Corrupteurs."
ALN_SCYLLA4_RESEARCHDEF_NAME,SCYLLA TETRARCH,SCYLLA TETRARCH
ALN_SCYLLA5_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-5
An armed Scylla able to cause vast damage with its integrated gun arms. While the specimen doesn't have good close combat capabilities, it is able to inflict sonic damage with its screams. Mist and Mindfraggers may be released from its abdomen even after the creature is killed.","Classification de l'espèce SCY-Alpha-5
Une Scylla armée capable de causer de sévères dégâts avec ses bras aux armes intégrées. Ce spécimen n'est pas très habile en combat rapproché, mais il peut infliger des dégâts soniques en criant. Cette Scylla peut libérer de la brume et des Corrupteurs de son abdomen, même après sa mort."
ALN_SCYLLA5_RESEARCHDEF_NAME,SCYLLA TYRANT,SCYLLA TYRAN
ALN_SCYLLA6_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-6
A heavily armored Scylla subspecies evolved to be almost entirely covered in layers of thick chitin. Nearly impervious to damage, the specimen has shown to be devastating in melee combat mostly due to its giant pincer appendages.","Classification de l'espèce SCY-Alpha-6
 Une sous-espèce de Scylla en armure lourde évoluée pour être presque entièrement couverte de couches de chitine épaisse. Quasiment insensible aux dégâts, ce spécimen s'est avéré dévastateur en combat rapproché à cause de ses énormes pinces en appendices."
ALN_SCYLLA6_RESEARCHDEF_NAME,SCYLLA THYREOS,SCYLLA THYREOS
ALN_SCYLLA7_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-7
A Scylla mutation evolved to specialize in long and mid-range combat. The specimen is capable of spitting torrents of goo, as well as leveling entire areas with its ""arm guns"". A thick layer of chitin covers its carapace and legs, making it resilient to most attacks.","Classification de l'espèce SCY-Alpha-7
Une mutation de Scylla évoluée pour se spécialiser dans le combat de moyenne et longue distances. Ce spécimen est capable de cracher des torrents de gelée et d'aplatir des zones entières avec ses « bras-fusils ». Une épaisse couche de chitine couvre sa carapace et ses jambes, ce qui lui donne une résistance à la plupart des attaques."
ALN_SCYLLA7_RESEARCHDEF_NAME,SCYLLA IMPERATOR,SCYLLA IMPERATOR
ALN_SCYLLA8_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-8
A devastating Scylla subtype evolved to emit devastating sonic screams. Extremely aggressive, the specimen has power to level buildings with its large body and giant pincer-like appendages. Observations have shown that the creature often releases mist to assist other Pandoran troops.","Classification de l'espèce SCY-Alpha-8
Un sous-type de Scylla destructeur évolué pour émettre des cris soniques dévastateurs. Extrêmement agressif, ce spécimen peut aplatir des bâtiments avec son énorme corps et ses pinces gigantesques. Les observations indiquent que cette créature libère souvent de la brume pour aider les autres troupes pandoriennes."
ALN_SCYLLA8_RESEARCHDEF_NAME,SCYLLA HEGEMON,SCYLLA HÉGÉMON
ALN_SCYLLA9_RESEARCHDEF_COMPLETE,"Species classification SCY-Alpha-9
Believed to be the most vicious subspecies of Scylla, capable of mid and long-range attacks. The creature has the ability to enhance troops, deal sonic damage, and cause mass destruction using the weapons integrated in its appendages. Thick chitin armor covers its legs and carapace, providing protection from most weapons.
","Classification de l'espèce SCY-Alpha-9
Considérée comme la sous-espèce de Scylla la plus féroce, capable de porter des attaques à distance moyenne et longue. Cette créature a la capacité d'optimiser les troupes, d'infliger des dégâts soniques et de causer une destruction massive à l'aide des armes intégrées dans ses appendices. Son armure de chitine épaisse couvre ses jambes et sa carapace, ce qui la protège conte la majorité des armes."
ALN_SCYLLA9_RESEARCHDEF_NAME,SCYLLA REGINA,SCYLLA RÉGINA
ALN_SENTINELHATCHING_RESEARCHDEF_COMPLETE,"Species classification STL-H
A Pandoran creature-structure hybrid found exclusively in Pandoran Nests. The specimen is linked to the spawning of Pandoran creatures. Reports claim it has the ability to detect invaders and trigger the hatching of Pandoran eggs nearby. We surmise that killing all Hatching Sentinels could neutralize the Pandoran colony permanently.","Classification de l'espèce STL-H
Un hybride pandorien entre créature et structure trouvé exclusivement dans les Nids pandoriens. Ce spécimen est lié à la création des créatures pandoriennes. D'après les rapports, il a la capacité de détecter les intrus et de provoquer l'éclosion d'œufs pandoriens à proximité. Nous supposons qu'éliminer toutes les sentinelles couveuses permettrait de neutraliser la colonie pandorienne définitivement."
ALN_SENTINELHATCHING_RESEARCHDEF_NAME,HATCHING SENTINEL,SENTINELLE COUVEUSE
ALN_SENTINELTERROR_RESEARCHDEF_COMPLETE,"Species classification STL-T
An immobile Pandoran specimen that serves as a “guardian” of a specific area. Mostly found in Pandoran colonies, the specimen is rumored to have psychic abilities that hinder human troops. Approach with caution.","Classification de l'espèce STL-T
Un spécimen pandorien immobile qui sert de « gardien » dans une zone particulière. Trouvé principalement dans les colonies de Pandoriens, ce spécimen aurait des capacités psychiques qui entraveraient les troupes humaines. À approcher avec prudence."
ALN_SENTINELTERROR_RESEARCHDEF_NAME,TERROR SENTINEL,SENTINELLE DE L'EFFROI
ALN_SIREN1_RESEARCHDEF_COMPLETE,"Species classification S-Alpha-1
A lethal Pandoran species evolved for close quarters combat. Eighty percent of the creature is covered with evolved chitin armor, making it difficult to injure. Highly intelligent and bloodthirsty, the Siren has been reported to dash to opponents and attack them with her bladed appendages.","Classification de l'espèce S-Alpha-1
Une espèce de Pandorien redoutable qui a évolué pour le combat rapproché. Quatre-vingts pour cent de la créature sont recouverts d'une armure de chitine sophistiquée, il est donc difficile de lui infliger des dégâts. Extrêmement intelligente et sanguinaire, on rapporte que la Sirène fonce sur ses adversaires pour les attaquer avec ses appendices à lames."
ALN_SIREN1_RESEARCHDEF_NAME,SIREN INSTIGATOR,SIRÈNE INSTIGATRICE
ALN_SIREN2_RESEARCHDEF_COMPLETE,"Species classification S-Alpha-2
A command Siren variation, capable of directing troops as well as mind controlling opponents. Observation has shown that ""disabling"" the specimen’s head will end its mind control, although not kill it. The creature is also capable of nightmarish shrieks that decrease soldiers' willpower.","Classification de l'espèce S-Alpha-2
Une variante de Sirène aux propriétés de commandement, capables de diriger des troupes et de contrôler l'esprit de ses adversaires. D'après nos observations, « neutraliser » la tête du spécimen met fin à son contrôle mental, mais ne le tue pas. Cette créature est également capable de pousser des cris terrifiants qui font baisser la volonté des soldats."
ALN_SIREN2_RESEARCHDEF_NAME,SIREN HELLION,SIRÈNE PERTUBATRICE
ALN_SIREN3_RESEARCHDEF_COMPLETE,"Species classification S-Alpha-3
A mutation of a Siren evolved to eject large amounts of acid as well as infect enemies with its sharp injector appendages. Battle reports have confirmed that the specimen is capable of advanced mind control, increasing the capabilities of Pandoran troops or assuming control of enemy soldiers.","Classification de l'espèce S-Alpha-3
Une mutation de Sirène qui a évolué pour projeter de grandes quantités d'acide et infecter ses ennemis à l'aide de ses appendices injecteurs très coupants. Les rapports de bataille confirment que ce spécimen est capable d'exercer un contrôle mental avancé qu'il utilise pour augmenter les capacités des troupes pandoriennes ou prendre le contrôle des soldats ennemis."
